case_id,pdf_url,model,feature,predicted,evidence,latency_ms,error
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,4249,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,4249,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,True,The BIA and IJ’s finding that Li’s second affidavit was “inherently unbelievable” is not supported by substantial evidence.,4249,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,4249,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,False,Not mentioned in the opinion.,28754,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,False,Not mentioned in the opinion.,28754,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,False,Not mentioned in the opinion.,28754,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,28754,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,28754,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,False,Not mentioned in the opinion.,28754,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,False,Not mentioned in the opinion.,28754,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,False,Not mentioned in the opinion.,28754,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,True,The BIA and IJ’s finding that Li’s second affidavit was 'inherently unbelievable' is not supported by substantial evidence.,28754,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,28754,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,False,Not mentioned in the opinion.,101229,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,False,Not mentioned in the opinion.,101229,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,False,Not mentioned in the opinion.,101229,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,101229,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,101229,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,101229,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,101229,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,Not mentioned in the opinion.,101229,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,True,The BIA and IJ’s finding that Li’s second affidavit was 'inherently unbelievable' is not supported by substantial evidence.,101229,
18-70505,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/12/07/18-70505.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,"Neither the BIA nor the IJ concluded that Li’s motion to reopen was time-barred, and 'we cannot affirm the BIA on a ground upon which it did not rely.'",101229,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,meta/llama-3.3-70b-instruct,asylum_requested,True,"denying his application for asylum, withholding of removal, and relief under the Convention Against Torture.",3647,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"denying his application for asylum, withholding of removal, and relief under the Convention Against Torture.",3647,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,"denying his application for asylum, withholding of removal, and relief under the Convention Against Torture.",3647,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,3647,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,3647,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,3647,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,3647,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,3647,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,False,Not mentioned in the opinion.,3647,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,3647,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,True,"Nicolas Pablo Calmo, a native and citizen of Guatemala, petitions for review of the Board of Immigration Appeals’ order dismissing his appeal from an immigration judge’s decision finding him removable and denying his application for asylum, withholding of removal, and relief under the Convention Against Torture.",107545,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,True,"Nicolas Pablo Calmo, a native and citizen of Guatemala, petitions for review of the Board of Immigration Appeals’ order dismissing his appeal from an immigration judge’s decision finding him removable and denying his application for asylum, withholding of removal, and relief under the Convention Against Torture.",107545,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,True,"Nicolas Pablo Calmo, a native and citizen of Guatemala, petitions for review of the Board of Immigration Appeals’ order dismissing his appeal from an immigration judge’s decision finding him removable and denying his application for asylum, withholding of removal, and relief under the Convention Against Torture.",107545,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,107545,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,107545,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,False,Not mentioned in the opinion.,107545,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,False,Not mentioned in the opinion.,107545,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,False,Not mentioned in the opinion.,107545,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,False,Not mentioned in the opinion.,107545,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,107545,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,"denying his application for asylum, withholding of removal, and relief under the Convention Against Torture.",100243,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"denying his application for asylum, withholding of removal, and relief under the Convention Against Torture.",100243,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"denying his application for asylum, withholding of removal, and relief under the Convention Against Torture.",100243,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,100243,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,100243,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,100243,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,100243,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,Not mentioned in the opinion.,100243,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,False,Not mentioned in the opinion.,100243,
18-71905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2021/01/28/18-71905.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,100243,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,meta/llama-3.3-70b-instruct,asylum_requested,False,Not mentioned in the opinion.,4040,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,meta/llama-3.3-70b-instruct,withholding_requested,False,Not mentioned in the opinion.,4040,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,He petitions for review of the Board of Immigration Appeals’ (BIA) denial of relief under the Convention against Torture (CAT).,4040,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,4040,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,4040,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,True,"As many as seven members of his family in Honduras have suffered gang attacks, including rape, brutal beatings and shootings.",4040,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,4040,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,True,As a result of his own prison gang membership petitioner bears tattoos that would make him a target not only for gangs but also for police and death squads in Honduras.,4040,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,False,Not mentioned in the opinion.,4040,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,4040,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,False,Not mentioned in the opinion.,37172,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,False,Not mentioned in the opinion.,37172,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,True,He petitions for review of the Board of Immigration Appeals’ (BIA) denial of relief under the Convention against Torture (CAT).,37172,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,37172,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,True,"Because of his family membership, he would be a target for gangs.",37172,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,True,"As many as seven members of his family in Honduras have suffered gang attacks, including rape, brutal beatings and shootings.",37172,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,False,Not mentioned in the opinion.,37172,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,True,As a result of his own prison gang membership petitioner bears tattoos that would make him a target not only for gangs but also for police and death squads in Honduras.,37172,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,False,Not mentioned in the opinion.,37172,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,37172,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,False,Not mentioned in the opinion.,82234,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,False,Not mentioned in the opinion.,82234,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,Petitioner Walter Coto Ortiz is a native and citizen of Honduras. He petitions for review of the Board of Immigration Appeals’ (BIA) denial of relief under the Convention against Torture (CAT).,82234,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,82234,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,True,"Because of his family membership, he would be a target for gangs.",82234,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,True,"As many as seven members of his family in Honduras have suffered gang attacks, including rape, brutal beatings and shootings.",82234,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,82234,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,True,The record contains overwhelming evidence of police corruption and evidence that efforts by the Honduran government to control gang violence and police corruption have been largely ineffective.,82234,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,False,Not mentioned in the opinion.,82234,
18-70084,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/07/17/18-70084.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,82234,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,meta/llama-3.3-70b-instruct,asylum_requested,True,"denied their applications for asylum, withholding of removal, and relief under the Convention Against Torture (CAT)",5630,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"denied their applications for asylum, withholding of removal, and relief under the Convention Against Torture (CAT)",5630,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,"denied their applications for asylum, withholding of removal, and relief under the Convention Against Torture (CAT)",5630,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,True,"after participating in an April 2018 antigovernment march, she received threatening text messages warning that if Petitioners “kept supporting the protests, [they] [would] be imprisoned and tortured”",5630,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,5630,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,True,"paramilitary officers assaulted Lester with a large rock that dislocated his foot, telling Lester “that [was] what [he got] for not supporting the Nicaraguan government and the [Nicaraguan Institute of Social Security]”",5630,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,True,"officers threatened that if he “continued supporting the marches, they would kill him and his family”",5630,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,True,"Nicaraguan police and parapolice “continue to carry out acts of harassment, intimidation, and violence toward perceived enemies of the regime with impunity”",5630,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,True,The IJ found the testimony and declarations of Petitioners to be credible and gave the evidence full weight,5630,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,5630,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,True,"Lester Pascual Lopez Arostegui, his wife Alba, and their daughter Lesly (collectively, Petitioners), all citizens of Nicaragua, petition for review of a decision by the Board of Immigration Appeals (BIA) dismissing their appeal of a ruling by an Immigration Judge (IJ) that denied their applications for asylum, withholding of removal, and relief under the Convention Against Torture (CAT).",18994,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,True,"Lester Pascual Lopez Arostegui, his wife Alba, and their daughter Lesly (collectively, Petitioners), all citizens of Nicaragua, petition for review of a decision by the Board of Immigration Appeals (BIA) dismissing their appeal of a ruling by an Immigration Judge (IJ) that denied their applications for asylum, withholding of removal, and relief under the Convention Against Torture (CAT).",18994,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,True,"Lester Pascual Lopez Arostegui, his wife Alba, and their daughter Lesly (collectively, Petitioners), all citizens of Nicaragua, petition for review of a decision by the Board of Immigration Appeals (BIA) dismissing their appeal of a ruling by an Immigration Judge (IJ) that denied their applications for asylum, withholding of removal, and relief under the Convention Against Torture (CAT).",18994,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,True,"Alba testified that, after participating in an April 2018 antigovernment march, she received threatening text messages warning that if Petitioners 'kept supporting the protests, [they] [would] be imprisoned and tortured.'",18994,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,18994,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,True,"Approximately a year after that, paramilitary officers assaulted Lester with a large rock that dislocated his foot, telling Lester 'that [was] what [he got] for not supporting the Nicaraguan government and the [Nicaraguan Institute of Social Security].'",18994,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,True,"The officers threatened that if he 'continued supporting the marches, they would kill him and his family.'",18994,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,True,"In June 2018, Petitioners were stopped and searched by parapolice and warned that if they 'did not return home immediately and . . . if [they] continued supporting the marches [they] would be imprisoned.'",18994,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,True,The IJ found the testimony and declarations of Petitioners to be credible and gave the evidence full weight.,18994,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,18994,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,"denied their applications for asylum, withholding of removal, and relief under the Convention Against Torture (CAT).",220452,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"denied their applications for asylum, withholding of removal, and relief under the Convention Against Torture (CAT).",220452,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"denied their applications for asylum, withholding of removal, and relief under the Convention Against Torture (CAT).",220452,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,True,"Alba testified that, after participating in an April 2018 antigovernment march, she received threatening text messages warning that if Petitioners 'kept supporting the protests, [they] [would] be imprisoned and tortured.'",220452,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,220452,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,True,"paramilitary officers assaulted Lester with a large rock that dislocated his foot, telling Lester 'that [was] what [he got] for not supporting the Nicaraguan government and the [Nicaraguan Institute of Social Security].'",220452,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,True,"Alba’s father was imprisoned for one week and was told by officers that he was 'incarcerated because he did not support the Nicaraguan government.' The officers threatened that if he 'continued supporting the marches, they would kill him and his family.'",220452,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,True,paramilitary officers assaulted Lester with a large rock... telling Lester 'that [was] what [he got] for not supporting the Nicaraguan government.',220452,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,True,The IJ found the testimony and declarations of Petitioners to be credible and gave the evidence full weight.,220452,
24-2787,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/05/16/24-2787.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,220452,
17-70324,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/08/10/17-70324.pdf,meta/llama-3.3-70b-instruct,asylum_requested,True,"Chengyong Weng, a native and citizen of China, petitions for review of the Board of Immigration Appeals’ (“BIA”) order dismissing his appeal from an immigration judge’s decision denying his application for asylum, withholding of removal, and relief under the Convention Against Torture (“CAT”).",10514,
17-70324,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/08/10/17-70324.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"Chengyong Weng, a native and citizen of China, petitions for review of the Board of Immigration Appeals’ (“BIA”) order dismissing his appeal from an immigration judge’s decision denying his application for asylum, withholding of removal, and relief under the Convention Against Torture (“CAT”).",10514,
17-70324,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/08/10/17-70324.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,"Chengyong Weng, a native and citizen of China, petitions for review of the Board of Immigration Appeals’ (“BIA”) order dismissing his appeal from an immigration judge’s decision denying his application for asylum, withholding of removal, and relief under the Convention Against Torture (“CAT”).",10514,
17-70324,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/08/10/17-70324.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,10514,
17-70324,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/08/10/17-70324.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,10514,
